game,is_Recommended,hours_players,comment
godfall,Recommended,29.9,"Posted: April 7, 2022
Yeah it's good. Lifeless universe, non existent story, linear levels...

but the combat is fun and fluid.

If you want a chill and fun game to grind, totally worth the asking price."
godfall,Not Recommended,248.0,"Posted: September 17, 2022
The game itself is fun with good mechanics and pleasing visuals. However, no one should need an internet connection to play single player mode."
godfall,Recommended,40.6,"Posted: November 23, 2022
If per chance, way back in the 360 days, you played Too Human and thought ""hey I'm having fun, what's with the reviews?""

Then you'll probably like this game too.

Simple, to-the-point loot and skill tree that is meaningful without getting lost in the weeds. Some of the stats can be surprising and creative, like a stun when consuming a heal or a summon when executing a certain type of finisher on an enemy. With no live service in sight, this feels like a ""comfort food"" game you can return to when you just want to bash some enemies for drops.

Three difficulty levels you can choose at any time; Hard mode feels like what the game was designed around and is a satisfying challenge without feeling unfair. Mob groups are fun, requiring attention to positioning and often fielding support enemies that heal or buff from the rear. Bosses make tasteful use of adds.

No matchmaking until max level, but interestingly you can create a max-level endgame character (or boost an existing character) at any time from the Character Select menu. I haven't tried this and am personally enjoying the leveling experience, but props to them for including the option. You can otherwise co-op through the entire game with a private party of 3. Parties are scaled, so no worries about being too far ahead of a friend.

I think my main critisism would be the clunky equipment UI - swapping and sorting gear feels more sluggish than it should, with slow menu transitions and one too many button presses. I personally got used to it but it's strange considering the rest of the game feels tight."
godfall,Recommended,43.6,"Posted: April 7, 2022
Another ""No Man's Sky"" Comeback Story

TL:DR - In its current state, Godfall is an incredible game for anyone who likes melee combat and ARPG's. For $30-40, the complete version here on Steam is a steal and has hundreds of hours of content with an engaging ""end-game"". Highly recommended, both for solo play and even more for coop. People who hate any game that's an Epic exclusive and some who played the original release likely won't ever give the current version of Godfall a real chance, but if you are unsure whether Godfall is for you, the tutorial takes about an hour to complete and will give you a solid overview of the game and combat style. With Steam's 2-hour window for automatic refunds, this allows a no-risk trial of the game so there's no need to listen to the ""haters"" or ""fanboys"" as you can judge for yourself.

Background - Let's get right to it, Godfall had a rough start. As an Epic Games exclusive, gamers were already unhappy with it before it even launched. On top of that, the original version of the game was buggy and lacking in content after the main campaign. By most accounts, it wasn't a terrible game even at launch, but it had definitely over-promised and under-delivered. Many people who only ever played the original version and/or never played it at all since it was Epic Exclusive have already made up their mind about it; something to be aware of while reading discussions.

Current State (pre-Exalted patch) - Despite the rocky start, the developers have stuck with the game, constantly improving it, fixing bugs, and adding content. Even today with the Steam launch, the game is being updated with one of the largest content patches (Exalted Update) as well as a host of further improvements. The game is now a unique, polished gem with hundreds of hours of diverse content that any ARPG and/or melee combat fan should try. For Steam users, this game initially being an Epic Exclusive just means that you now get a much improved version, with far more content, for less than half the price.

Game Details - So what is Godfall, and what makes it stand out? Broadly, it is a 3rd person, melee-combat-focused solo and coop ARPG with diverse end-game content. Some key features (in no particular order):

-Gorgeous graphics, especially on a high-end PC. At 4k/ultra settings on a 4k/HDR compatible TV/Monitor, an RTX 3080 is just able to maintain a consistent 60fps, and at these settings it is probably the nicest looking game I've ever played. Not as ""realistic"" as something like Red Dead Redemption 2, but equally beautiful. Don't worry though, at lower 1440/1080 resolutions, you won't need a ~$1000 GPU to run the game well and still have it look good.

-Although there are no ""classes"" in the game, there is a tremendous amount of customization possible via the use of 12+ ""Valorplates"", along with further equippable and customizable gear and talent trees.

-Combat is definitely the highlight of the Godfall experience and also the hardest to convey in writing. I'll attempt to do so, but before that I want to reiterate anyone who is on the fence should play through the ~1 hour tutorial and then decide. If the combat doesn't suit your taste, you can always refund the game before the 2 hour mark. Getting back to it, Godfall's combat is fast-paced and action-oriented, while at the same time being skill-based and challenging. I haven't ever played anything else I would say is truly similar to Godfall's combat. If I had to compare it to other games, I'd say think of something like Elden Ring or Nioh and blend it with Monster Hunter or Warframe. The combat is faster, more fluid, and less clunky than the popular ""soulslike"" games, but more impactful, challenging, and tactical than Monster Hunter or Warframe.

-Apart from a lengthy main campaign, there are a large and diverse number of ""end game"" activities to participate in, including a roguelike mode.

-No microtransactions. When you buy Steam's version of Godfall, that's it. You never need to decide whether you should spend X hours grinding for premium currency or paying Y dollars to unlock something, get a cosmetic, etc. This also means that the game wasn't designed to push microtransactions at the cost of good gameplay design like so many ""F2P"" ARPG's."
godfall,Recommended,65.1,"Posted: May 11, 2022
Next time, no epic exclusivity crap please."
godfall,Not Recommended,15.5,"Posted: April 28, 2022
The dictionary definition of mediocre in almost every respect and chock full of really odd design choices. It is only worth getting for around 15$ or less, even with the added content that the ‘Ultimate Edition’ comes with.
Behold a list of this games sins (that I can remember)!
• Story is completely forgettable, it has no impact and nothing you do is really making any difference as hey you can just replay any of the missions anyway for that sweet GRIND!
• Quest variety is terrible, they re-use enemies and the same objectives constantly, even in Story missions expect to see the same mini-bosses at least twice.
• No mini map or overall map whilst in quests. All you get is a marker that roughly points in your main objectives direction.
o It will only point to optional objectives if they are visible/close by.
o It will often get lost and try to tell you to walk through impassable walls.
• All of the Valorplates feel the same, the visuals are their only distinguishing feature. They all share the same skills and have no unique abilities.
• Big weapons (Greatswords, Polearms, Hammers etc) are so slow that you will be punched in the face repeatedly by the time you get an attack off. Fast weapons are really your only viable choices.
• When you unlock a new ability (which are rare), the game will obnoxiously place a “Try out your new ability in the training ground!!!!” type prompt on screen at all times in the Sanctum (hub area) until you actually go do it….even if you’ve already used it in quests.
• In the original game (not the small expansion) there are basically 2 cutscenes, one at the start and one at the end. The rest of the “story” is told through stilted conversations and people speaking at you while you just want to do a quest.
• Some boss fights have mechanics that don’t work or are so inconsistent that they aren’t worth trying to use.
• If you die there is basically no penalty, 90% of the time you just respawn right next to where you died with all your consumables back and you can just keep going. So no fear of death!
• When you do die, Seventh Sanctum (the constant voice talking at you) will repeatedly say the same 3 lines of dialogue that are all awful.
• The chests that require you to break seals to open are often full of the worst loot. Que?!
• Most optional conversations during the story are about 3 lines of dialogue and are pointless.
• Spirit Vision is introduced as a mechanic that is basically never needed for the Story. Ever.
• Spirit Vision when it is needed or when you want to use it, is broken in HDR. It makes the screen so bright and blots out most of what you want to actually see. This is a known issue that has not been addressed.
• Every area is built the same, just with a different theme to it. All are a series of paths that lead to small open spaces with enemies in. Rinse repeat.
• Almost every enemy has some kind of knock down attack, because the idea of being put down on the floor over and over is mega fun!
• The final boss (of the expansion) is quite the joke and forces you to do really cheesy tactics to win. I think the devs need to play more Dark Souls or Sekiro to see what a fun AND challenging boss fight is like.
• Grind and repetition. Its. Everywhere.
The TL;DR of this game is that the technical artists and people who made it look shiny are the only ones that seemed to understand their job. The rest is extremely mediocre, forgettable and there is little reason to play it more than once and for a deep sale price."
godfall,Not Recommended,6.7,"Posted: September 25, 2022
I was enjoying this game a lot up to the point where I faced one of the worst game designs I have ever experienced, and now I'm literally soft-locked.

I was playing the game on normal (default setting). I was in the first realm and finally got to the boss of that realm. He obliterated me, so I realized I was rushing the content, so decided to do some side quests, explore the maps, level up, get some more loot and upgrade my equipment.
I ended up a few levels above the boss with pretty good gear. Finally, beat him, so now I unlocked a new mission, where I need to climb a tower to ascend to the next realm.
While climbing that tower, you need to do some small tasks. One of them was killing 5 enemies using soul shatter.

Soulshatter is a mechanic of the game where you need to hit an enemy multiple times with the light attack to build up a meter. After it's full, you can release a powerful special heavy attack called soul shatter.
The problem is... at that level, with my gear, I was obliterating enemies and I'm not able to build up the meter. I tried to use the least powerful sword in the game, but still, I was killing enemies before being able to soulshatter.

The only thing I can think of would be to set the game to hard. Maybe it would make the enemies tough enough to endure my level. But I am still baffled by that and I don't feel like keep playing. I have never played a game where I need to increase the difficulty and use weaker weapons (after grinding for a better weapon, because let us not forget that this game is a LOOTER, so you are supposed to grind for better gear) just so I pass a single challenge."
godfall,Recommended,91.9,"Posted: April 8, 2022
updated: Grinding is real-steep for the endgame, and it is a challenge. They are fun to play. Builds and Gears play important role as much as your skills. The only downside is that they are pretty much much optimized for co-op plays, there are matchmaking, but hardly get any. You can solo them, but it is not as effective.

My impression so far is that Godfall is an older-action-rpg-styled game injected with modernized gameplay, resulting in a weird packaged yet fun to play game. For this current price, it is not a bad deal at all. I am having more fun with it than some newer games.

Combat is far more methodological than it appears. There is no animation canceller. Button mashing is not effective. Positioning and timing is much more vital. The overall combat flow needs some time to get used to. While not there yet, I can see that Gears and Builds will change how you approach the combat.

It lacks modern features like map and minimap, but you are constantly guided by marker. The map is quite linear, despite having multiple paths. You cannot just get lost unless you are ignoring everything the game offers.

It needs more QoL touches here and there. The must-be-online to play is sad, but is not a deal breaker. I would say give it a try if you are interested. 2hrs time is more than enough to tell whether you like this game or not."
godfall,Recommended,112.1,"Posted: April 7, 2022
Beautiful game but very demanding on system. Slick UI and good voice acting. Combat can feel slow early on but once you unlock way more skills its fun. Blocking and parry takes some use to. The valorplate, all look beautiful. Not a button mashy game, you will get punished. The hate is real with this game but don't let that deter in trying it out."
godfall,Recommended,27.1,"Posted: February 28
Games like this are why I have trouble trusting steam reviews. This game looks amazing, has great satisfying combat with an intricate leveling system and AAA polish all for 16 bucks but the reviews are all just bashing the small flaws instead of what the core game is actually like. Yes it does have some flaws but whats here is solid and just because a game isn't a perfect masterpiece that lasts 1000hrs doesn't make it a bad game. Strong 7/10 recommend on sale."
godfall,Recommended,366.2,"Posted: September 13
Godfall is one of those tragic launch from which a game never recovers.
Marketing mistakes were made, a shot was missed.

But I garantee you that beneath that terrible communication mess, is a gem.
Now Godfall is not for everyone. But suffices to say that if you liked a game like the recent God of War, you may very well love this Counterplay Games product !


WHAT WENT WRONG ?
==================
Godfall was first teased in late 2019, and ever since showed itself as a singleplayer action game.
Thing is : Godfall's story campaign is a big tutorial preparing players for the main activity : co-op endgame modes.
Simply put, every player who dropped the game before finishing the campaign... never actually saw what the game was all about !
And sure the campaign is not that catchy, but very shallow if you ask me. The lore looks gorgeous, but the narrative and staging are boring. There's no wondering why people stopped playing. As a game advertised with fancy story cinematics and trailer, it was a let down. The solo experience never lived up to the hype it started.
Godfall never even bothered to give a deep look at its shiny endgame content, the core of it design !

And to be fair, Godfall endgame activities loop is rather limited and repetitive, and despite the generosity of its many systems, the game should have cost less. If it were me I'd have sold this product between 20€ and 25€. As it stood, stamping it 70-80€ at release was a ballsy bet as surreal as to sell a new Counter-Strike at 60€.


WHAT IS THE REAL GODFALL
=======================
I would describe Godfall as a ""strategic action arena brawler"" : you are given various enemies (and bosses) combinations in various sized areas, and have to clean them in order to advance further. While doing so, you get a ton of XP, colored loot and currencies, allowing you to build crazy loadouts of equipements and skills; in order to crush the arenas even more confidently the next time, and show who's the boss.
This game is a powerplay race, and a creative buildup sandbox. All you do in Godfall is designed around customizing and upgrading your character.
Now the campaign, while not much thrilling, is still a nice tutorial to learn the outstanding amount of fighting elements within gameplay and get used to the rythm and general choregraphy of battles. It's also very good to study the enemies, which you'll come across in endgame content as well.

Although the main game modes (Towers) are feasable alone, it is way funnier with friends ! Because on top of your own character builds, there's an opportunity to develop teamplay synergies : you can hit enemies of course, but Godfall also allows to heal or buff allies through many items and abilities !


HOW WILL YOU PLAY ?
==================
As said above, each player has loadouts, 3 of them. It's very useful to experiment or just store a solo or co-op kit depending your mood.
There are MANY ways to play the game and fight through. I can't stress it enough.

For a starter, there are 12 preset characters called ""Valorplates"". Each one of them comes with fixed passive and active talents. Each Valorplate also has 4 unique ""specialization"" (shards) from which you can pick 2. You can level up your character up to Level 450 !

Then, the loadout building revolves around :
- 8 equippable items, including 2 weapons, 2 rings, 1 charm, 1 amulet, 1 Lifestone (healing token) and 1 banner
- 9 augments (passive buffs for offensive, defensive and other purposes)
- 50 skill points (to allocate within 125 skills)
- 450 ascension points (to allocate in all kind of stat %)

Each equippable items comes with main effects, and random secondary traits
Use the Forge in the lobby in order to roll new neat traits and upgrade items grade !

Also, players have 3 main attributes influenced by equipped stuff : Vitality, Might and Spirit. Some Augments can react more efficiently depending your highest attribute.

Then there is the genius of Godfall : gameplay systems !
Counterplay Games created a lot of different gameplays to pick from to make your fighting style unique.
Here are some :
- Shield specials (bash, throw, parry, smash the ground etc)
- Weak point (aim for enemies weaknesses for additionnal damage)
- Critical damage (increase your critical chance and its damage)
- Damage over time (affect enemies with devastating poison, burns, frost, bleed etc)
- Banner (specialize in AOE buff by deploying powerful banners)
- Overheal (extra temporary life to exploit and become unkillable)
- Breach (fill in enemies stun bar to break their defense and incapacitate them)
- Archon Fury (unleash temporary buffs with rage)
- Polarity (switch back and forth between your weapons to hurt enemies and get buffs)
- Blessings (under certain fight conditions, earn unique buffs)
- Rampage (hit enemies as much and often as possible to gain extra damage)
- Weapon techniques (attack enemies with locked unstoppable hits)
- Weapon timing (time your hit accurately for bonus effects)
- Siphon (who needs lifestones when you can leech enemies life)
- Soulshatter (mark enemies until a single heavy blow destroy them)
- Takedown (finish enemies with powerful and badass execution)
- Parry (if well timed, a good parry can provide useful effects)

I didn't go into the details, but you can have a pretty good idea of how interesting and entertaining it is to mix some of these systems with each other. And with other players builds in co-op !
As a matter of fact, it is quite fascinating to browse Youtube for build tutorials. You can see how devoted and passionate is the community.


WHAT IS GOOD IN GODFALL ?
=====================
- Fighting feedbacks are dope
- Game is visually and artistically stunning
- It's God of War, but sped up
- Generous character building
- Many different playstyles
- Team synergy is fun
- There is an in-game codex that explains pretty much any mechanics or terms

WHAT IS BAD IN GODFALL ?
=====================
- Disappointing campaign
- Endgame loop is very repetitive and the grind is strong. So it is highly advised to group up with other players.
- Inventory filters are... functionnal. But far from exhaustive.
- Towers require a ressource cost in order to be played.
- The Training room doesn't allow to set enemies level
- Still a few bugs
- Matchmaking loading required even if you are matched already in a private group
- The controls are sometime confusing (at least on keyboard)


HOW TO PLAY CO-OP TODAY ?
========================
There is a discord group named ""Godfall LFG"", you can ask for in the steam forum. There are lots of members and even if we aren't millions remaining, the matchmaking is easy and the people are nice and helpful."
godfall,Recommended,14.0,"Posted: April 9, 2022
The best way to summarize my feelings about Godfall is that I find it relatively terrible--yet at the same time, I kind of like it? I think? I'm not even sure anymore. This is a game that sucks the emotions straight from my soul to create a very illogical response. It's kind of boring, but at the same time--I keep playing it. I don't know what is wrong with me. Where did I go wrong in my life?

To begin with this ""review"", I think that it's best to acknowledge the Warframe comparison. To put it bluntly, it does have similarities. Straight down to the very loose feeling, Godfall is essentially Warframe minus the guns. Hell, you even have multiple ""Warframes"" (they are called Valorplates in Godfall) like in...well...Warframe. The major difference is that Godfall doesn't offer as many weapons. You have your hammer, your greatsword, your one-handed sword, dual blades, and a spear. And that's it. That's all you got. Nothing more, nothing less. You can equip two weapons that you can switch between via the tap of a key (or a button). For the most part, I found myself constantly switching between weapons as I leveled. However, I wasn't really a fan of the hammer--it seemed a bit TOO slow compared to the other weapons and the damage didn't really seem to make up for the fact that I was taking a bit too many hits while using it.

Other than that--the combat has moments where it feels relatively tedious. I played on normal for the most part, eventually switching to easy difficulty because I just didn't care anymore. I needed any incentive to just finish the base game. I didn't really feel like the combat changed at all in the entire time that I played the game. It felt generic no matter what weapon I used and I wasn't gaining any new abilities or anything like that. It was just a very simplistic experience that didn't particularly seem fleshed out. I kept getting this overwhelming feeling that all I was doing was tapping two or three buttons while spamming the ""evade"" key. Nothing intuitive, nothing that stood out. It was just meh.

Moving on to the story, it's meh. Nothing about it was interesting. It kind of sucked and the voice acting was absolute trash. Not like funny trash either. It was just cheesy bad all over. There was never a point where I actually cared about anything going on and the annoying voice actors made me hate the characters even more. It's been a while where I played through an entire game and found myself disliking the entire cast. This includes the main protagonist (who you play as) named ""Orin"". Orin's voice actor changes depending on the appearance of the Valorplate that you are using. If you are using a masculine Valorplate, then you get the male voice and vice versa. It doesn't matter because both voice actors are terrible.

One of the few positives is that I actually like the way that Godfall looks. There is something very appealing about the area design. Each set of areas looks and feels very unique. The color and the lighting are quite impressive. Unfortunately, this is kind of ruined because the game doesn't run all that well. I'm using a 2080S and I wasn't able to play the game without experiencing an occasional stutter here and there. I ended up having to lower the settings, which made the game quite ugly, just to get it to not run terribly and thus ultimately ruining any positive thoughts I had on the graphical prowess of the game. To put it lightly, if you have a set-up that can actually run the game on ultra without stutters, it's quite nice looking. If you can't, it's gross to look at.

In closing, Godfall kind of sucks. It doesn't do anything remarkable enough to stand out against better games. It's a generic loot game with mediocre combat. That being said, if you have nothing better to do with your life (like myself), then you may find yourself enjoying Godfall. It's a nice little waste of time. However, I must say that for the current promotional price ($29.99), it's hard to suggest. I would say waiting for a bigger discount would be the best bet. It's just not good enough to justify costing $29.99-$39.99. There's far better titles out there for similar prices. That being said, I'm recommending it--but only if it's cheap because there is something about the game. It's not like the worst thing ever, it's just very average. It doesn't do enough, but it doesn't really commit any carnal sins. It's just an alright game."
godfall,Recommended,20.1,"Posted: February 18
I had a lot of fun with the game, I played it on hard and defeated every boss + the DLC ones, the game is basically diablo + god of war."
godfall,Not Recommended,28.5,"Posted: June 15, 2022
Been trying my best to finish the story mode, some Tower run and stuff.
But the BUG man. There is too much bug.

You manage to kill a boss? Bam. The boss glitched.
Now you're at floor 22 in ascended tower? Bam. no mob spawn.
Oh? you just cleared a Dark-Light quest? Bam. CTD.

Now im stuck at whatever bosses at Fire Realm. Wont be replaying the game once uninstalled. Aside the game required for you to ONLINE, i doubt the game would last for another 5 years. That's just a bad move."
godfall,Recommended,11.6,"Posted: June 2
---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☑ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☑ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☑ 6
☐ 7
☐ 8
☐ 9
☐ 10

surprisingly fun."
godfall,Recommended,54.5,"Posted: March 28
Let me start with this, The game has some faults; its got a few annoying bugs here and there (mostly visual), its got a very limited player base, and its probably not going to have a lot of updates.

Even still, I CANT STOP PLAYING!

What it DOES have is; stunning visuals, skill choices that have a very nice impact on game-play, satisfying loot fountain after harder missions(really makes the longer/very difficult missions rewarding enough that i want to grind them), It has an AMAZING codex that gives you ALL the information that you would ever need to make informed decisions on where to take your build to meet ANY challenge(more on this later), The loot system has an ARPG feel to it where there is a crazy high ceiling to the power level of the items, the combat is engaging(parry mechanics, dodge rolls, power meters) but also lets you build for simple passives where you can get all your hack and slash button MASH action, and as of now, 30 odd hours into the game, i feel like there is still PROGRESSION! my items are getting better, my ascension levels are getting me more stats(and there are thresholds in ascension that give you game-play enhancing buffs ig... 10% increased dodge roll window ),and there is a few upgrade mechanics im still working up to! Content that i could barely do a week ago i can breeze through and there is STILL more to go above that!

you can play the game just mashing buttons and cleaving monsters chugging life stones [healing flasks] and make it through a LOT of the content in the game, but unless you invest time and effort into your build, you WILL hit a wall. AND THAT'S WHAT DIFFICULTY IS. To the people complaining about this, do you really want to have every end game monster be a meat sponge? do you want to be able to just IGNORE damage and knock back so you can sit and mash your buttons? I mean come on its SUPER satisfying to be able to parry that BLUE attack and have the enemy that has been wiping the floor with you just SIT THERE and take some punishment back, weaving in the skills between damage windows, using the ""Timing Attack'' in a safe spot where you know its going to be effective, and YOU STILL, no matter what, can just dodge roll infinitely to a safe spot since it has no cost. Its a really nice mix of precise combat and forgiving features that you can have hard endgame and it not feel like everything is just a stat check.

i have said it a few times, but your ""Build"" is the combination of items, skills, augments, ascension points, and valorplate that you are using. The skill trees all KINDA end up similar since the skill tree doesn't limit you too much on skill points(there is still a few notable archetypes that being said), But, the real build progression comes from your might/spirit/vitality priorities, the stat increases on your items,(these increases can directly buff specific skill points making BUILDS possible) and augments. Augments can have DRASTIC game-play changing affixes to them that make play styles all on their own. ascension perks CAN all be filled out with enough grinding but you can make a path through them that fits what you like. Valorplates decide a LOT about your build make sure to look at the different SHARD abilities and unlockables on each of them to find the one that fits your liking the best! there is a nice variety.

I like the ARPG item upgrade mechanics in the game, kill big bad it drops loot fountain, kill BIGGER BAD it drops higher rarity loot fountain, go to bigger bad zones get things that buff the bigger bad or nerf YOU and when you kill the supercharged bigger bad it drops more and better loot. and you can insert ""Big Event' for ""big bad"" and that describes a good bit about the game modes. The miscellaneous loot from these events is all used to upgrade items, and at the final upgrade tiers, you have the ability to make items REALLY strong, But i will say, there is also a ""make it or break it"" feeling from items that makes it a bit disappointing if the item you have been grinding for doesn't ""hit"" the perk you want. Although that is something that i personally find FUN. It makes me really happy when i HIT and get the NUTS item i wanted!

The codex, if you have a question about a game mechanic, its probably in the codex. if you have a question about an annoying enemy. its probably in the codex. if you want a refresher on what your skill or ability scales with. its probably in the codex. The game doesn't even need a wiki with how amazing the codex is. its probably in the codex.

The Price, the game is priced a bit too high, not due to the content being bad, but because it's future doesn't seem bright.
low player count, no cross platform, and really no updates for FAR too long. But IF YOU EVER see this on sale and its within your budget. AND you like ARPG's, flashy abilities, tons to collect, theory crafting, and challenging endgame.

GET THIS GAME
you will not be disappointed with what it has to offer"
godfall,Not Recommended,1.2,"Posted: December 28, 2022
just wana add to the bad reviews.. the game looked fun from the start.. but in 2022 it doesn`t let you change button config!? WTF! cmon! Im OLD! I don`t want to learn to play your game the way you want. I wana play the way Im used to! I don`t wanna dodge with X in one game with Y in another and with L1 in another! I allways dodge with the same button! dammit so simple! let me play it my way!"
godfall,Not Recommended,76.6,"Posted: April 11, 2022
Initially; for the first couple hours, I enjoyed the game a lot.
It felt like a mixture of Darksiders 2, Destiny 2, Warframe, and a few other games that scratched an itch. But that enjoyment quickly turned into an annoying disappointment. Annoying so much that I almost smashed my keyboard - and I'm someone that has finished souls games without ever getting that urge, that should tell you something perhaps.

Multiplayer is barebones
There is no matchmaking outside the endgame activities. There's multiplayer, where you can invite your friends and do the story missions and whatnot, but the matchmaking is reserved for the endgame activities. Multiplayer uses their dedicated servers; no P2P. It may sound like a good thing, but to be honest, I wish P2P was a thing. Playing with a friend only to experience latency isn't a good thing. And god knows what servers you are connecting to when you are playing online, latency on my end was horrible to be honest. I wish the game used P2P instead of dedicated servers... oh also, there are no communication tools. No chat, no emotes, nothing. Just a button that marks something.

There is no cross-platform multiplayer. EGS / Steam / Xbox family / PS family are all separate. Developers have said that they'll add EGS to Steam cross multiplayer someday, but the experience I had with a few multiplayer games (which took minutes to find, by the way) was bitter. The latency killed the whole experience for me that I went back to solo...

One thing I really like about the game is, light attacks building something up called soulshatter. It's another bar that builds up on the enemy HP bar, backwards. After building up some soulshatter, a heavy attack will take off that chunk immediately. And also, both light and heavy attacks do breach damage to enemies, and when the breach bar is filled, the enemies get stunned. It encourages you to mix things up, which is really great.

Another thing I like is the weakpoints. They are revealed after an enemy attacks, or you use some specific stuff. Hitting a weakpoint deals extra damage, and can knock smaller enemies down. Against some enemies, you can even stun them briefly. It's a nice addition to the genre that should stay, in my opinion.

There's a feature that the game doesn't tell you. After the tutorial, you can create a new character or boost your existing one to the max level and jump right into the endgame. There are several endgame activities.

As far as the gameplay goes, there are a lot of enemy attacks that knock you down, and the amount of time you spend hugging the floor is too much. That combined with the amount of enemies you face that can knock you down, you spend a lot of time hugging the floor.

Dodging feels extremely stiff and clunky. The game encourages you to parry with an extremely generous parry window, however everytime you parry, the screen flashes bright white as if you are flashbanging yourself. Any bright effect should have a toggle to disable the said effect. And there are many more effects on the screen that sometimes I don't know what the ♥♥♥♥ is going on. Imagine Warframe with Physx effects enabled, back in the day. It's that bad, in my opinion.

None of the ""Valorplates"" (characters) I played as felt unique as they don't have an active skill. Well, technically they do, but it's a very slow-charging active that provides you with a super buff for a certain duration, so it felt more like a passive than an active. They all have passives and a few other things that make them inclined towards certain builds, but the lack of actives made them feel like copy/pastes for me.

You unlock something called ""Shards"" and can equip two of the four that are designed specificly per Valorplate. They spice things up and further (zero + further = further) define the distinctness between every Valorplate, however the way they do things is extremely counter-intuitive for me. There are a lot of ifs; if you strike an enemy affected by this ailment with that attack, you do this and that... blah blah. Just give me 4 active skills, and let me choose 2 of them. Just let me use them without having to set everything up first, or having to rely on a shared attack that every Valorplate has access to.

That's the problem with ""Shards"". Their effects are somewhat unique, but the triggers are not. And more often than I'd like, as there are lots of enemies going at you at the same time, building something up feels like a chore. I ended up playing as the Valorplate that can parry the red (unblockable) attacks, and whenever I parry/block something I store some of its damage which I can unleash with a shield-bash. Simple, and straightforward, unlike all other shards in my opinion.

The game is in dire need of diversification. Shards do their best, the rest are meh. Everyone gets to use the same passives, same weapons, same this and same that. Some Valorplate specific passives and Shards might encourage you to use something specific, but other than that all feel like copy/pastes to be honest. Imagine Destiny 2 or Warframe where everyone had the same guns, same animations, same powers, with slight differences or some additional effects for some stuff. That's what you have in this game, in my opinion.

Inventory management becomes a nightmare. You have unlimited inventory (as far as I can tell), however as there is no crafting and no re-rolling, the game encourages you to keep whatever you find, even the blues and purples. Because they can be upgraded to oranges.

Lack of re-rolling is felt as the itemization has extreme variation - and this isn't a good thing. Without proper limitations to the affixes, with lots of affix variations per slot, the effect of having no re-roll options or controlled crafting has a tax on inventory, and the inventory management itself. I had a similar problem in Division 2; game encouraged to hoard stuff for different types of builds and playstyles, but it also had a limited inventory. The expansion to Division 2 solved all of those problems by adding a superb crafting system, in my opinion.

There are sorting and filtering options, however they are pretty basic. You can check what you want to see, but not not what to see; I might want to see items with this affix, but not that one, and that's not possible.

Also, the UI for augments (special item slots) is horrible. That UI especially needs drag & drop functionality, or an easier way to move / remove items from their slots. Or, finding another of the same augment without going through hundreds of them... etc... etc... the UI is weak for inventory management, but it is felt extremely especially for the augments.

'm gonna stop here. In my opinion, this formula - mixing melee combat with a looter has great potential, but this game misses the point in my opinion. The combat feels nice when it works and you are not hugging the floor, to be honest. Then some enemies start hitting you off-screen and it turns into Dark Souls 2 where you are getting ganged up. Shesh,,,

One thing to note is, what have the developers added to the game till now. If they keep at it like that, I feel like this game can turn into a great one someday that I'll enjoy completely, instead of having a love-hate relationship with it. Add some real active skills per Valorplate, chop the amount of ifs for the shards down, add more weapons, make shields an actual slot and shields with different effects, etc... I can suggest a lot of stuff.

I've never felt like this for any game before to be honest, initially I was enjoying it immensely, then all of a sudden I started to hate it. Lack of P2P kills the multiplayer for me, and solo drives me nuts from time to time... I'm still playing it to see if it'll get any better though. Because that itch needs scratching."
